,tile_id,Region,GroundTruth,ClassifierConf
ESP_011723_0945_204,APF0000cer,Macclesfield,1.0,0.9806262254714966
ESP_011723_0945_205,APF0000ca8,Macclesfield,1.0,0.954094648361206
ESP_011723_0945_206,APF0000c79,Macclesfield,1.0,0.9257062077522278
ESP_011723_0945_207,APF0000cce,Macclesfield,1.0,0.8090959191322327
ESP_011723_0945_208,APF0000cde,Macclesfield,1.0,0.42891940474510193
ESP_011723_0945_209,APF0000cds,Macclesfield,1.0,0.9367097616195679
ESP_011723_0945_210,APF0000c9m,Macclesfield,1.0,0.9832399487495422
ESP_011723_0945_211,APF0000cdw,Macclesfield,1.0,0.7721453309059143
ESP_011723_0945_212,APF0000c98,Macclesfield,1.0,0.9819079041481018
ESP_011723_0945_213,APF0000c8d,Macclesfield,1.0,0.986176073551178
ESP_011723_0945_214,APF0000c8q,Macclesfield,1.0,0.7443904876708984
ESP_011723_0945_215,APF0000c83,Macclesfield,1.0,0.8427630662918091
ESP_011723_0945_216,APF0000c8l,Macclesfield,1.0,0.9091551303863525
ESP_011723_0945_217,APF0000cd8,Macclesfield,1.0,0.9194009900093079
ESP_011723_0945_218,APF0000cf7,Macclesfield,1.0,0.9768210649490356
ESP_011723_0945_219,APF0000c8v,Macclesfield,1.0,0.8912636041641235
ESP_011723_0945_220,APF0000c9t,Macclesfield,1.0,0.9830149412155151
ESP_011723_0945_221,APF0000c9a,Macclesfield,1.0,0.950109601020813
ESP_011723_0945_222,APF0000cd7,Macclesfield,1.0,0.9559418559074402
ESP_011723_0945_223,APF0000cd3,Macclesfield,1.0,0.9954212307929993
ESP_011723_0945_224,APF0000cdi,Macclesfield,1.0,0.9956387877464294
ESP_011723_0945_225,APF0000cek,Macclesfield,1.0,0.9952900409698486
ESP_011723_0945_226,APF0000cd2,Macclesfield,1.0,0.9990754127502441
ESP_011723_0945_227,APF0000c8r,Macclesfield,1.0,0.996253490447998
ESP_011723_0945_228,APF0000cb8,Macclesfield,1.0,0.9928684830665588
ESP_011723_0945_229,APF0000cdb,Macclesfield,1.0,0.9953685998916626
ESP_011723_0945_230,APF0000ce9,Macclesfield,1.0,0.9993284940719604
ESP_011723_0945_231,APF0000c8f,Macclesfield,1.0,0.9945336580276489
ESP_011723_0945_232,APF0000cbq,Macclesfield,1.0,0.9948123693466187
ESP_011723_0945_233,APF0000c7m,Macclesfield,1.0,0.9945555925369263
ESP_011723_0945_234,APF0000cd5,Macclesfield,1.0,0.9883660078048706
ESP_011723_0945_235,APF0000cae,Macclesfield,1.0,0.9918147921562195
ESP_011723_0945_236,APF0000cag,Macclesfield,1.0,0.9937589168548584
ESP_011723_0945_237,APF0000cav,Macclesfield,1.0,0.975784182548523
ESP_011723_0945_238,APF0000c97,Macclesfield,1.0,0.9878737330436707
ESP_011723_0945_239,APF0000ccr,Macclesfield,1.0,0.9739603996276855
ESP_011723_0945_240,APF0000ccl,Macclesfield,1.0,0.9769701957702637
ESP_011723_0945_241,APF0000cca,Macclesfield,1.0,0.9818457365036011
ESP_011723_0945_242,APF0000cch,Macclesfield,1.0,0.9302676916122437
ESP_011723_0945_243,APF0000cf5,Macclesfield,1.0,0.9572654366493225
ESP_011723_0945_244,APF0000c7j,Macclesfield,1.0,0.9945861101150513
ESP_011723_0945_245,APF0000cdu,Macclesfield,1.0,0.990790605545044
ESP_011723_0945_246,APF0000c8s,Macclesfield,1.0,0.9562388062477112
ESP_011723_0945_247,APF0000c7v,Macclesfield,1.0,0.9895634055137634
ESP_011723_0945_248,APF0000cbw,Macclesfield,1.0,0.9878928065299988
ESP_011723_0945_249,APF0000cbe,Macclesfield,1.0,0.9616224765777588
ESP_011723_0945_250,APF0000ceo,Macclesfield,1.0,0.8871815800666809
ESP_011723_0945_251,APF0000cf8,Macclesfield,1.0,0.3155757188796997
ESP_011723_0945_252,APF0000c9p,Macclesfield,1.0,0.8632763028144836
ESP_011723_0945_253,APF0000c8m,Macclesfield,1.0,0.9772953987121582
ESP_011723_0945_254,APF0000ccn,Macclesfield,1.0,0.709506630897522
ESP_011723_0945_255,APF0000cas,Macclesfield,1.0,0.8784870505332947
ESP_011723_0945_256,APF0000c8a,Macclesfield,1.0,0.8090841770172119
ESP_011723_0945_257,APF0000ca1,Macclesfield,1.0,0.9286050796508789
ESP_011723_0945_258,APF0000cf1,Macclesfield,1.0,0.9597949385643005
ESP_011723_0945_259,APF0000c7u,Macclesfield,1.0,0.8594632744789124
ESP_011723_0945_260,APF0000cdz,Macclesfield,1.0,0.8972148299217224
ESP_011723_0945_261,APF0000cbu,Macclesfield,1.0,0.9919100403785706
ESP_011723_0945_262,APF0000ce5,Macclesfield,1.0,0.9695219397544861
ESP_011723_0945_263,APF0000ca6,Macclesfield,1.0,0.9654927849769592
ESP_011723_0945_264,APF0000ccs,Macclesfield,1.0,0.9615749716758728
ESP_011723_0945_265,APF0000cbv,Macclesfield,1.0,0.9363097548484802
ESP_011723_0945_266,APF0000ccx,Macclesfield,1.0,0.9676442742347717
ESP_011723_0945_267,APF0000cdq,Macclesfield,1.0,0.9873954057693481
ESP_011723_0945_268,APF0000cb1,Macclesfield,1.0,0.9682239294052124
ESP_011723_0945_269,APF0000cet,Macclesfield,1.0,0.9744685292243958
ESP_011723_0945_270,APF0000cei,Macclesfield,1.0,0.9640442728996277
ESP_011723_0945_271,APF0000c8j,Macclesfield,1.0,0.990265429019928
ESP_011723_0945_272,APF0000cd1,Macclesfield,1.0,0.9433373808860779
ESP_011723_0945_273,APF0000ce6,Macclesfield,1.0,0.8240293264389038
ESP_011723_0945_274,APF0000c8o,Macclesfield,1.0,0.24493227899074554
ESP_011723_0945_275,APF0000car,Macclesfield,0.0,0.24302567541599274
ESP_011723_0945_276,APF0000ca3,Macclesfield,0.0,0.2719441056251526
ESP_011723_0945_277,APF0000cbp,Macclesfield,0.0,0.31508493423461914
ESP_011723_0945_278,APF0000cc9,Macclesfield,0.0,0.3444731831550598
ESP_011723_0945_279,APF0000cc5,Macclesfield,0.0,0.3642309308052063
ESP_011723_0945_280,APF0000c86,Macclesfield,0.0,0.3922492563724518
ESP_011723_0945_281,APF0000cal,Macclesfield,0.0,0.39645782113075256
ESP_011723_0945_282,APF0000ccp,Macclesfield,0.0,0.3716680407524109
ESP_011723_0945_283,APF0000ces,Macclesfield,1.0,0.8777836561203003
ESP_011723_0945_284,APF0000cci,Macclesfield,1.0,0.49049773812294006
ESP_011723_0945_285,APF0000c84,Macclesfield,1.0,0.7759585976600647
ESP_011723_0945_286,APF0000cbi,Macclesfield,1.0,0.9716220498085022
ESP_011723_0945_287,APF0000caj,Macclesfield,1.0,0.9745751619338989
ESP_011723_0945_288,APF0000c9y,Macclesfield,0.0,0.2674320638179779
ESP_011723_0945_289,APF0000c9n,Macclesfield,1.0,0.9078779816627502
ESP_011934_0945_0,APF0000ci7,Macclesfield,1.0,0.8770523071289062
ESP_011934_0945_1,APF0000cfp,Macclesfield,1.0,0.9967080354690552
ESP_011934_0945_2,APF0000chk,Macclesfield,1.0,0.9954990744590759
ESP_011934_0945_3,APF0000cfb,Macclesfield,1.0,0.9913410544395447
ESP_011934_0945_4,APF0000ci4,Macclesfield,1.0,0.9811246395111084
ESP_011934_0945_5,APF0000cg8,Macclesfield,1.0,0.9575035572052002
ESP_011934_0945_6,APF0000chg,Macclesfield,1.0,0.9751783609390259
ESP_011934_0945_7,APF0000chm,Macclesfield,1.0,0.967312753200531
ESP_011934_0945_8,APF0000ch6,Macclesfield,1.0,0.9560830593109131
ESP_011934_0945_9,APF0000ch0,Macclesfield,1.0,0.935630202293396
ESP_011934_0945_10,APF0000cfj,Macclesfield,1.0,0.9967343807220459
ESP_011934_0945_11,APF0000chq,Macclesfield,1.0,0.9685609936714172
ESP_011934_0945_12,APF0000ci0,Macclesfield,1.0,0.93342524766922
ESP_011934_0945_13,APF0000cho,Macclesfield,1.0,0.9556130170822144
ESP_011934_0945_14,APF0000cfh,Macclesfield,1.0,0.9810540676116943
ESP_011934_0945_15,APF0000cgs,Macclesfield,1.0,0.9929817914962769
ESP_011934_0945_16,APF0000cg7,Macclesfield,1.0,0.9944320321083069
ESP_011934_0945_17,APF0000ch9,Macclesfield,1.0,0.9946435689926147
ESP_011934_0945_18,APF0000cfv,Macclesfield,1.0,0.9258469939231873
ESP_011934_0945_19,APF0000chs,Macclesfield,1.0,0.9993888139724731
ESP_011934_0945_20,APF0000cga,Macclesfield,1.0,0.9992067217826843
ESP_011934_0945_21,APF0000chi,Macclesfield,1.0,0.7200949192047119
ESP_011934_0945_22,APF0000chl,Macclesfield,1.0,0.9762265086174011
ESP_011934_0945_23,APF0000cgq,Macclesfield,1.0,0.6918081641197205
ESP_011934_0945_24,APF0000ci3,Macclesfield,1.0,0.5378405451774597
ESP_011934_0945_25,APF0000cg6,Macclesfield,1.0,0.8970164656639099
ESP_011934_0945_26,APF0000chb,Macclesfield,1.0,0.9822372794151306
ESP_011934_0945_27,APF0000cfx,Macclesfield,1.0,0.4417100250720978
ESP_011934_0945_28,APF0000cg4,Macclesfield,1.0,0.8307088613510132
ESP_011934_0945_29,APF0000cgr,Macclesfield,1.0,0.9057400822639465
ESP_011934_0945_30,APF0000cfr,Macclesfield,1.0,0.9756513237953186
ESP_011934_0945_31,APF0000ch5,Macclesfield,1.0,0.9953404664993286
ESP_011934_0945_32,APF0000cgm,Macclesfield,1.0,0.9959178566932678
ESP_011934_0945_33,APF0000cfs,Macclesfield,1.0,0.9831320643424988
ESP_011934_0945_34,APF0000cfw,Macclesfield,1.0,0.9966398477554321
ESP_011934_0945_35,APF0000cfe,Macclesfield,1.0,0.9988700747489929
ESP_011934_0945_36,APF0000cft,Macclesfield,1.0,0.9995367527008057
ESP_011934_0945_37,APF0000cgn,Macclesfield,1.0,0.9997614026069641
ESP_011934_0945_38,APF0000cfz,Macclesfield,1.0,0.9993090629577637
ESP_011934_0945_39,APF0000cgk,Macclesfield,1.0,0.999462902545929
ESP_011934_0945_40,APF0000cgt,Macclesfield,1.0,0.9997478127479553
ESP_011934_0945_41,APF0000cgg,Macclesfield,1.0,0.9998181462287903
ESP_011934_0945_42,APF0000cfq,Macclesfield,1.0,0.9974191188812256
ESP_011934_0945_43,APF0000chn,Macclesfield,1.0,0.9986240863800049
ESP_011934_0945_44,APF0000cfl,Macclesfield,1.0,0.9997953772544861
ESP_011934_0945_45,APF0000chx,Macclesfield,1.0,0.9965071082115173
ESP_011934_0945_46,APF0000cgv,Macclesfield,1.0,0.996941864490509
ESP_011934_0945_47,APF0000cg0,Macclesfield,1.0,0.9940488338470459
ESP_011934_0945_48,APF0000cgh,Macclesfield,1.0,0.9947155117988586
ESP_011934_0945_49,APF0000cfa,Macclesfield,1.0,0.9966128468513489
ESP_011934_0945_50,APF0000cgi,Macclesfield,1.0,0.998126208782196
ESP_011934_0945_51,APF0000cgx,Macclesfield,1.0,0.9944087862968445
ESP_011934_0945_52,APF0000chc,Macclesfield,1.0,0.9965309500694275
ESP_011934_0945_53,APF0000cgp,Macclesfield,1.0,0.9974549412727356
ESP_011934_0945_54,APF0000cha,Macclesfield,1.0,0.9656383991241455
ESP_011934_0945_55,APF0000chz,Macclesfield,1.0,0.9767714738845825
ESP_011934_0945_56,APF0000cg9,Macclesfield,1.0,0.9967718720436096
ESP_011934_0945_57,APF0000cg5,Macclesfield,1.0,0.9613485336303711
ESP_011934_0945_58,APF0000cfn,Macclesfield,1.0,0.933103621006012
ESP_011934_0945_59,APF0000cgl,Macclesfield,1.0,0.9698458313941956
ESP_011934_0945_60,APF0000cfi,Macclesfield,1.0,0.9881153106689453
ESP_011934_0945_61,APF0000ch4,Macclesfield,1.0,0.9821462035179138
ESP_011934_0945_62,APF0000chy,Macclesfield,1.0,0.9478522539138794
ESP_011934_0945_63,APF0000cgo,Macclesfield,1.0,0.9624443054199219
ESP_011934_0945_64,APF0000chr,Macclesfield,1.0,0.9806256294250488
ESP_011934_0945_65,APF0000cgf,Macclesfield,1.0,0.9676479697227478
ESP_011934_0945_66,APF0000chp,Macclesfield,1.0,0.9751346111297607
ESP_011934_0945_67,APF0000cgz,Macclesfield,1.0,0.9944798946380615
ESP_011934_0945_68,APF0000cg1,Macclesfield,1.0,0.9843050837516785
ESP_011934_0945_69,APF0000cgb,Macclesfield,1.0,0.9954922199249268
ESP_011934_0945_70,APF0000ch7,Macclesfield,1.0,0.8859063982963562
ESP_011934_0945_71,APF0000cgc,Macclesfield,1.0,0.7787394523620605
ESP_011934_0945_72,APF0000ci2,Macclesfield,1.0,0.9751767516136169
ESP_011934_0945_73,APF0000cff,Macclesfield,1.0,0.9987953901290894
ESP_011934_0945_74,APF0000cfk,Macclesfield,1.0,0.9892949461936951
ESP_011934_0945_75,APF0000chf,Macclesfield,1.0,0.9670799374580383
ESP_011934_0945_76,APF0000ch1,Macclesfield,1.0,0.998823344707489
ESP_011934_0945_77,APF0000chj,Macclesfield,1.0,0.9657387733459473
ESP_011934_0945_78,APF0000chd,Macclesfield,1.0,0.9411963224411011
ESP_011934_0945_79,APF0000cfy,Macclesfield,1.0,0.9469895958900452
ESP_011934_0945_80,APF0000ci5,Macclesfield,1.0,0.8943829536437988
ESP_011934_0945_81,APF0000chv,Macclesfield,1.0,0.9658326506614685
ESP_011934_0945_82,APF0000ch2,Macclesfield,1.0,0.9167181253433228
ESP_011934_0945_83,APF0000cgy,Macclesfield,1.0,0.9865440726280212
ESP_011934_0945_84,APF0000cg2,Macclesfield,1.0,0.9691305756568909
ESP_011934_0945_85,APF0000cfg,Macclesfield,1.0,0.9907034635543823
ESP_011934_0945_86,APF0000cg3,Macclesfield,1.0,0.9944294691085815
ESP_011934_0945_87,APF0000ch3,Macclesfield,1.0,0.9956116080284119
ESP_011934_0945_88,APF0000cfd,Macclesfield,1.0,0.9978381991386414
ESP_011934_0945_89,APF0000chh,Macclesfield,1.0,0.9998195767402649
ESP_011934_0945_90,APF0000cgj,Macclesfield,1.0,0.9998927116394043
ESP_011934_0945_91,APF0000cfu,Macclesfield,1.0,0.998330295085907
ESP_011934_0945_92,APF0000che,Macclesfield,1.0,0.9997279047966003
ESP_011934_0945_93,APF0000ch8,Macclesfield,1.0,0.999832272529602
ESP_011934_0945_94,APF0000cf9,Macclesfield,1.0,0.9990488886833191
ESP_011934_0945_95,APF0000cfo,Macclesfield,1.0,0.9988162517547607
ESP_011934_0945_96,APF0000cfc,Macclesfield,1.0,0.999596893787384
ESP_011934_0945_97,APF0000cht,Macclesfield,1.0,0.9986323714256287
ESP_011934_0945_98,APF0000chw,Macclesfield,1.0,0.9995042085647583
ESP_011934_0945_99,APF0000cgw,Macclesfield,1.0,0.9989224672317505
ESP_011934_0945_100,APF0000cgd,Macclesfield,1.0,0.9973828196525574
ESP_011934_0945_101,APF0000ci1,Macclesfield,1.0,0.9980575442314148
ESP_011934_0945_102,APF0000cgu,Macclesfield,1.0,0.9967315196990967
ESP_011934_0945_103,APF0000cge,Macclesfield,1.0,0.998217761516571
ESP_011934_0945_104,APF0000chu,Macclesfield,1.0,0.9988899827003479
ESP_011934_0945_105,APF0000ci6,Macclesfield,1.0,0.9883195161819458
ESP_011934_0945_106,APF0000cfm,Macclesfield,1.0,0.9895734190940857
ESP_011934_0945_107,APF0000ci8,Macclesfield,1.0,0.9993351101875305
ESP_012079_0945_0,APF0000cwz,Macclesfield,0.0,0.15251514315605164
ESP_012079_0945_1,APF0000ck9,Macclesfield,1.0,0.614989161491394
ESP_012079_0945_2,APF0000cty,Macclesfield,1.0,0.9503892660140991
ESP_012079_0945_3,APF0000ciy,Macclesfield,1.0,0.7011922597885132
ESP_012079_0945_4,APF0000cwp,Macclesfield,1.0,0.6752979755401611
ESP_012079_0945_5,APF0000cn9,Macclesfield,1.0,0.8656072020530701
ESP_012079_0945_6,APF0000cth,Macclesfield,1.0,0.8484273552894592
ESP_012079_0945_7,APF0000cuj,Macclesfield,1.0,0.4304371774196625
ESP_012079_0945_8,APF0000crj,Macclesfield,1.0,0.8879189491271973
ESP_012079_0945_9,APF0000cr5,Macclesfield,1.0,0.9089150428771973
ESP_012079_0945_10,APF0000cjo,Macclesfield,1.0,0.6979512572288513
ESP_012079_0945_11,APF0000cuw,Macclesfield,1.0,0.7105916738510132
ESP_012079_0945_12,APF0000cvy,Macclesfield,1.0,0.5853524208068848
ESP_012079_0945_13,APF0000cum,Macclesfield,1.0,0.7189598679542542
ESP_012079_0945_14,APF0000cje,Macclesfield,1.0,0.8274551630020142
ESP_012079_0945_15,APF0000cq5,Macclesfield,1.0,0.8604833483695984
ESP_012079_0945_16,APF0000cn7,Macclesfield,1.0,0.7868107557296753
ESP_012079_0945_17,APF0000crs,Macclesfield,1.0,0.6234434247016907
ESP_012079_0945_18,APF0000cln,Macclesfield,1.0,0.6780527234077454
ESP_012079_0945_19,APF0000cv0,Macclesfield,1.0,0.2940957546234131
ESP_012079_0945_20,APF0000cnj,Macclesfield,1.0,0.34717923402786255
ESP_012079_0945_21,APF0000ctr,Macclesfield,1.0,0.4421975910663605
ESP_012079_0945_22,APF0000cu6,Macclesfield,1.0,0.7557665109634399
ESP_012079_0945_23,APF0000cpp,Macclesfield,1.0,0.738267183303833
ESP_012079_0945_24,APF0000cwd,Macclesfield,1.0,0.5312426090240479
ESP_012079_0945_25,APF0000cmy,Macclesfield,1.0,0.6909517049789429
ESP_012079_0945_26,APF0000crw,Macclesfield,1.0,0.48215141892433167
ESP_012079_0945_27,APF0000clw,Macclesfield,1.0,0.46601152420043945
ESP_012079_0945_28,APF0000cmr,Macclesfield,1.0,0.5259153842926025
ESP_012079_0945_29,APF0000cq2,Macclesfield,1.0,0.5548723340034485
ESP_012079_0945_30,APF0000cku,Macclesfield,1.0,0.6262123584747314
ESP_012079_0945_31,APF0000crh,Macclesfield,1.0,0.5647954344749451
ESP_012079_0945_32,APF0000cp7,Macclesfield,1.0,0.5847433805465698
ESP_012079_0945_33,APF0000ckz,Macclesfield,1.0,0.5060079097747803
ESP_012079_0945_34,APF0000clt,Macclesfield,0.0,0.21220067143440247
ESP_012079_0945_35,APF0000cj4,Macclesfield,1.0,0.8252575993537903
ESP_012079_0945_36,APF0000cl5,Macclesfield,1.0,0.8725053668022156
ESP_012079_0945_37,APF0000cpe,Macclesfield,1.0,0.5135031342506409
ESP_012079_0945_38,APF0000cmc,Macclesfield,1.0,0.561180055141449
ESP_012079_0945_39,APF0000cow,Macclesfield,1.0,0.3992164433002472
ESP_012079_0945_40,APF0000cq8,Macclesfield,1.0,0.777656078338623
ESP_012079_0945_41,APF0000coj,Macclesfield,1.0,0.714373767375946
ESP_012079_0945_42,APF0000cki,Macclesfield,1.0,0.5702192783355713
ESP_012079_0945_43,APF0000cul,Macclesfield,1.0,0.544445812702179
ESP_012079_0945_44,APF0000cjr,Macclesfield,1.0,0.30216866731643677
ESP_012079_0945_45,APF0000cvi,Macclesfield,1.0,0.426758736371994
ESP_012079_0945_46,APF0000cqa,Macclesfield,1.0,0.662464439868927
ESP_012079_0945_47,APF0000cmi,Macclesfield,1.0,0.4567565321922302
ESP_012079_0945_48,APF0000cop,Macclesfield,1.0,0.6470969915390015
ESP_012079_0945_49,APF0000cii,Macclesfield,0.0,0.25099340081214905
ESP_012079_0945_50,APF0000coq,Macclesfield,0.0,0.2556309998035431
ESP_012079_0945_51,APF0000cqs,Macclesfield,0.0,0.2954350411891937
ESP_012079_0945_52,APF0000crx,Macclesfield,0.0,0.3366866111755371
ESP_012079_0945_53,APF0000cph,Macclesfield,1.0,0.5094266533851624
ESP_012079_0945_54,APF0000cpo,Macclesfield,1.0,0.726678192615509
ESP_012079_0945_55,APF0000cny,Macclesfield,1.0,0.8282681703567505
ESP_012079_0945_56,APF0000co2,Macclesfield,0.0,0.25388744473457336
ESP_012079_0945_57,APF0000cpz,Macclesfield,0.0,0.31512972712516785
ESP_012079_0945_58,APF0000ckq,Macclesfield,1.0,0.6503602266311646
ESP_012079_0945_59,APF0000cqb,Macclesfield,0.0,0.2440093606710434
ESP_012079_0945_60,APF0000ciz,Macclesfield,0.0,0.3343507945537567
ESP_012079_0945_61,APF0000css,Macclesfield,0.0,0.3171346187591553
ESP_012079_0945_62,APF0000cic,Macclesfield,1.0,0.7548727989196777
ESP_012079_0945_63,APF0000cu0,Macclesfield,0.0,0.2904164791107178
ESP_012079_0945_64,APF0000cob,Macclesfield,0.0,0.7519855499267578
ESP_012079_0945_65,APF0000cs7,Macclesfield,1.0,0.9362137317657471
ESP_012079_0945_66,APF0000cqr,Macclesfield,1.0,0.6442238092422485
ESP_012079_0945_67,APF0000cwg,Macclesfield,1.0,0.8246904611587524
ESP_012079_0945_68,APF0000cub,Macclesfield,1.0,0.47314926981925964
ESP_012079_0945_69,APF0000csm,Macclesfield,1.0,0.6231346726417542
ESP_012079_0945_70,APF0000cmk,Macclesfield,1.0,0.9080446362495422
ESP_012079_0945_71,APF0000cij,Macclesfield,1.0,0.8500339984893799
ESP_012079_0945_72,APF0000cl1,Macclesfield,1.0,0.8710104823112488
ESP_012079_0945_73,APF0000cqh,Macclesfield,1.0,0.8990721106529236
ESP_012079_0945_74,APF0000cur,Macclesfield,1.0,0.9121819734573364
ESP_012079_0945_75,APF0000ct8,Macclesfield,1.0,0.8333567380905151
ESP_012079_0945_76,APF0000cj8,Macclesfield,1.0,0.8841807246208191
ESP_012079_0945_77,APF0000cqp,Macclesfield,1.0,0.6650978922843933
ESP_012079_0945_78,APF0000cjk,Macclesfield,1.0,0.924497663974762
ESP_012079_0945_79,APF0000cwt,Macclesfield,1.0,0.7874476909637451
ESP_012079_0945_80,APF0000cu8,Macclesfield,1.0,0.861228346824646
ESP_012079_0945_81,APF0000coo,Macclesfield,1.0,0.8263825178146362
ESP_012079_0945_82,APF0000cw3,Macclesfield,1.0,0.8512789011001587
ESP_012079_0945_83,APF0000cix,Macclesfield,1.0,0.8888600468635559
ESP_012079_0945_84,APF0000cmf,Macclesfield,1.0,0.6801167726516724
ESP_012079_0945_85,APF0000cpx,Macclesfield,1.0,0.9345554709434509
ESP_012079_0945_86,APF0000ciw,Macclesfield,1.0,0.7956627011299133
ESP_012079_0945_87,APF0000cn6,Macclesfield,1.0,0.5487844944000244
ESP_012079_0945_88,APF0000cvv,Macclesfield,1.0,0.6168121695518494
ESP_012079_0945_89,APF0000ckw,Macclesfield,1.0,0.798930287361145
ESP_012079_0945_90,APF0000cm1,Macclesfield,1.0,0.7928066849708557
ESP_012079_0945_91,APF0000cml,Macclesfield,1.0,0.8084170818328857
ESP_012079_0945_92,APF0000csu,Macclesfield,1.0,0.5703555345535278
ESP_012079_0945_93,APF0000cok,Macclesfield,1.0,0.8474211692810059
ESP_012079_0945_94,APF0000cwh,Macclesfield,1.0,0.6787156462669373
ESP_012079_0945_95,APF0000ct6,Macclesfield,1.0,0.8596438765525818
ESP_012079_0945_96,APF0000cx6,Macclesfield,1.0,0.8139210939407349
ESP_012079_0945_97,APF0000cl7,Macclesfield,1.0,0.8334846496582031
ESP_012079_0945_98,APF0000clb,Macclesfield,1.0,0.7347538471221924
ESP_012079_0945_99,APF0000cui,Macclesfield,1.0,0.7603238821029663
ESP_012079_0945_100,APF0000clp,Macclesfield,1.0,0.8343445658683777
ESP_012079_0945_101,APF0000ckg,Macclesfield,1.0,0.5904490947723389
ESP_012079_0945_102,APF0000cw7,Macclesfield,1.0,0.7107076644897461
ESP_012079_0945_103,APF0000cs2,Macclesfield,1.0,0.6395658254623413
ESP_012079_0945_104,APF0000cuz,Macclesfield,1.0,0.6697543263435364
ESP_012079_0945_105,APF0000ckm,Macclesfield,1.0,0.4003875255584717
ESP_012079_0945_106,APF0000cn2,Macclesfield,0.0,0.591567873954773
ESP_012079_0945_107,APF0000cuo,Macclesfield,0.0,0.49951207637786865
ESP_012079_0945_108,APF0000clq,Macclesfield,1.0,0.6075741052627563
ESP_012079_0945_109,APF0000cru,Macclesfield,1.0,0.21165218949317932
ESP_012079_0945_110,APF0000cvr,Macclesfield,1.0,0.7779442071914673
ESP_012079_0945_111,APF0000cna,Macclesfield,1.0,0.8632797002792358
ESP_012079_0945_112,APF0000cmv,Macclesfield,1.0,0.8328530788421631
ESP_012079_0945_113,APF0000cju,Macclesfield,1.0,0.5118921399116516
ESP_012079_0945_114,APF0000cp6,Macclesfield,1.0,0.5929775238037109
ESP_012079_0945_115,APF0000cjh,Macclesfield,1.0,0.6531057357788086
ESP_012079_0945_116,APF0000cre,Macclesfield,1.0,0.6973695755004883
ESP_012079_0945_117,APF0000cvm,Macclesfield,1.0,0.6602593064308167
ESP_012079_0945_118,APF0000cpf,Macclesfield,1.0,0.7699573040008545
ESP_012079_0945_119,APF0000cuy,Macclesfield,1.0,0.7284607887268066
ESP_012079_0945_120,APF0000cog,Macclesfield,1.0,0.5135218501091003
ESP_012079_0945_121,APF0000cuq,Macclesfield,1.0,0.4833449721336365
ESP_012079_0945_122,APF0000cr4,Macclesfield,1.0,0.891386091709137
ESP_012079_0945_123,APF0000cmj,Macclesfield,1.0,0.8317444920539856
ESP_012079_0945_124,APF0000cnl,Macclesfield,1.0,0.7673831582069397
ESP_012079_0945_125,APF0000crl,Macclesfield,1.0,0.4902328848838806
ESP_012079_0945_126,APF0000cnq,Macclesfield,1.0,0.7869722843170166
ESP_012079_0945_127,APF0000cw5,Macclesfield,1.0,0.5685363411903381
ESP_012079_0945_128,APF0000cja,Macclesfield,1.0,0.45180168747901917
ESP_012079_0945_129,APF0000cjp,Macclesfield,1.0,0.6320828795433044
ESP_012079_0945_130,APF0000ctb,Macclesfield,1.0,0.6532784700393677
ESP_012079_0945_131,APF0000cr6,Macclesfield,1.0,0.921108603477478
ESP_012079_0945_132,APF0000ctt,Macclesfield,1.0,0.698169469833374
ESP_012079_0945_133,APF0000csh,Macclesfield,1.0,0.5164979100227356
ESP_012079_0945_134,APF0000cly,Macclesfield,1.0,0.7305082678794861
ESP_012079_0945_135,APF0000cws,Macclesfield,1.0,0.5739292502403259
ESP_012079_0945_136,APF0000cva,Macclesfield,1.0,0.7575852870941162
ESP_012079_0945_137,APF0000crb,Macclesfield,1.0,0.9107950329780579
ESP_012079_0945_138,APF0000cqt,Macclesfield,1.0,0.5991947650909424
ESP_012079_0945_139,APF0000cmp,Macclesfield,1.0,0.27216261625289917
ESP_012079_0945_140,APF0000cjb,Macclesfield,1.0,0.21757489442825317
ESP_012079_0945_141,APF0000cmq,Macclesfield,1.0,0.72859787940979
ESP_012079_0945_142,APF0000crd,Macclesfield,1.0,0.5407449007034302
ESP_012079_0945_143,APF0000cj2,Macclesfield,1.0,0.4072076082229614
ESP_012079_0945_144,APF0000cto,Macclesfield,0.0,0.1482686996459961
ESP_012079_0945_145,APF0000cou,Macclesfield,1.0,0.6048470735549927
ESP_012079_0945_146,APF0000cll,Macclesfield,1.0,0.4554699957370758
ESP_012079_0945_147,APF0000ct5,Macclesfield,1.0,0.30104002356529236
ESP_012079_0945_148,APF0000crp,Macclesfield,1.0,0.5956534147262573
ESP_012079_0945_149,APF0000cid,Macclesfield,1.0,0.9809629917144775
ESP_012079_0945_150,APF0000ck8,Macclesfield,1.0,0.8296772837638855
ESP_012079_0945_151,APF0000cj0,Macclesfield,1.0,0.777682363986969
ESP_012079_0945_152,APF0000cv5,Macclesfield,1.0,0.6064898371696472
ESP_012079_0945_153,APF0000cvf,Macclesfield,1.0,0.24333910644054413
ESP_012079_0945_154,APF0000cqn,Macclesfield,1.0,0.70921790599823
ESP_012079_0945_155,APF0000cnw,Macclesfield,1.0,0.47387996315956116
ESP_012079_0945_156,APF0000cw0,Macclesfield,1.0,0.3542085587978363
ESP_012079_0945_157,APF0000cq9,Macclesfield,0.0,0.2077498584985733
ESP_012079_0945_158,APF0000co9,Macclesfield,0.0,0.2289840281009674
